n,ila
12406,-97873
12407,69437
12408,15847
12409,-63748
12410,80764
12411,-15855
12412,-73972
12413,89965
12414,-15388
12415,-51057
12416,104216
12417,-43697
12418,-51138
12419,82700
12420,-61634
12421,-23761
12422,100754
12423,-71027
12424,-2692
12425,104221
12426,-64423
12427,24025
12428,85089
12429,-98403
12430,30322
12431,83787
12432,-74151
12433,67033
12434,34603
12435,-98210
12436,55447
12437,48271
12438,-83136
12439,64447
12440,18255
12441,-100084
12442,69821
12443,-16700
12444,-71095
12445,103383
12446,-21391
12447,-57826
12448,100274
12449,-41525
12450,-31790
12451,100263
12452,-59869
12453,-11906
12454,89526
12455,-68681
12456,-1011
12457,79130
12458,-81553
12459,-624
12460,82941
12461,-86654
12462,47940
12463,72898
12464,-98920
12465,56840
12466,42475
12467,-92482
12468,74101
12469,-4027
12470,-100313
12471,71263
12472,-26092
12473,-78797
12474,70067
12475,-27279
12476,-60506
12477,101502
12478,-34987
12479,-52208
12480,94798
12481,-77428
12482,-29600
12483,83618
12484,-75225
12485,6609
12486,70158
12487,-92002
12488,14058
12489,65155
12490,-77014
12491,39303
12492,44901
12493,-108959
12494,45242
12495,17159
12496,-104175
12497,89634
12498,12988
12499,-55321
12500,79535
12501,-26197
12502,-56151
12503,89446
12504,-23556
12505,-51065
12506,78796
12507,-57367
12508,-23908
12509,109842
12510,-73258
12511,-6729
12512,81215
12513,-99007
12514,28590
12515,72334
12516,-94967
12517,37347
12518,50816
12519,-90251
12520,66091
12521,43303
12522,-83160
12523,91135
12524,22583
12525,-85649
12526,89311
12527,-10417
12528,-63672
12529,101358
12530,-59665
12531,-59944
12532,99627
12533,-34917
12534,-14100
12535,84131
12536,-72779
12537,-2779
12538,84970
12539,-100006
12540,34045
12541,64737
12542,-100881
12543,54805
12544,41968
12545,-77756
12546,69030
12547,23704
12548,-90306
12549,71920
12550,-20444
12551,-90316
12552,94628
12553,-23484
12554,-49937
12555,104325
12556,-42298
12557,-25644
12558,103043
12559,-66729
12560,-285
12561,90654
12562,-78021
12563,16679
12564,59483
12565,-100975
12566,39190
12567,48974
12568,-91832
12569,52694
12570,18133
12571,-86060
12572,84937
12573,2544
12574,-90052
12575,76502
12576,-47787
12577,-80387
12578,91043
12579,-50410
12580,-33393
12581,97409
12582,-73604
12583,-8074
12584,78279
12585,-88936
12586,16463
12587,69687
12588,-95519
12589,35383
12590,45270
12591,-83159
12592,76961
12593,34562
12594,-75090
12595,72796
12596,-9943
12597,-73702
12598,89696
12599,-36509
12600,-67717
12601,64388
12602,-66342
12603,-33663
12604,82855
12605,-67559
12606,-16103
12607,76315
12608,-76167
12609,20847
12610,84431
12611,-98155
12612,54973
12613,43637
12614,-101270
12615,83101
12616,-360
12617,-93972
12618,88308
12619,-35788
12620,-68987
12621,80736
12622,-55437
12623,-32073
12624,92912
12625,-73628
12626,-12981
12627,83257
12628,-87423
12629,25544
12630,61939
12631,-97201
12632,54897
12633,48654
12634,-104465
12635,48718
12636,10303
12637,-95361
12638,79164
12639,1940
12640,-72148
12641,89110
12642,-33567
12643,-50561
12644,94197
12645,-55169
12646,-21821
12647,78669
12648,-92562
12649,16196
12650,83964
12651,-84323
12652,43305
12653,48376
12654,-94036
12655,65080
12656,19917
12657,-84502
12658,98374
12659,967
12660,-73748
12661,86683
12662,-40009
12663,-42297
12664,103650
12665,-63053
12666,-33191
12667,76285
12668,-94426
12669,10089
12670,79628
12671,-96787
12672,26281
12673,28002
12674,-98512
12675,70551
12676,28575
12677,-70533
12678,85079
12679,-19718
12680,-74661
12681,86556
12682,-51564
12683,-38873
12684,98604
12685,-68022
12686,-11018
12687,78524
12688,-86201
12689,17963
12690,61137
12691,-84684
12692,51605
12693,25935
12694,-99235
12695,78930
12696,12522
12697,-80076
12698,88980
12699,-24796
12700,-62627
12701,91817
12702,-50861
12703,-30595
12704,85697
12705,-75424
12706,-459
12707,68577
12708,-97219
12709,21091
12710,57971
12711,-81668
12712,72195
12713,13624
12714,-100573
12715,85199
12716,-12427
12717,-72091
12718,81814
12719,-56178
12720,-56927
12721,81306
12722,-76572
12723,-11157
12724,84282
12725,-83900
12726,24194
12727,53798
12728,-87814
12729,60192
12730,34792
12731,-67412
12732,87947
12733,373
12734,-61170
12735,100331
12736,-30958
12737,-55320
12738,78325
12739,-69604
12740,-4930
12741,92672
12742,-88263
12743,20276
12744,76289
12745,-82399
12746,55771
12747,33651
12748,-96242
12749,83598
12750,5778
12751,-95265
12752,67182
12753,-47504
12754,-50283
12755,109736
12756,-47999
12757,-16111
12758,84255
12759,-85297
12760,15726
12761,62827
12762,-107554
12763,37016
12764,33837
12765,-107468
12766,60738
12767,8161
12768,-64458
12769,91402
12770,-38500
12771,-44945
12772,96637
12773,-73291
12774,-33207
12775,67107
12776,-86900
12777,22232
12778,72577
12779,-92991
12780,43379
12781,30840
12782,-95499
12783,78611
12784,8069
12785,-53189
12786,104365
12787,-28048
12788,-45072
12789,91866
12790,-69146
12791,-6222
12792,81435
12793,-87671
12794,24238
12795,52456
12796,-86889
12797,61085
12798,28585
12799,-85917
12800,81498
12801,-21703
12802,-71883
12803,96220
12804,-46806
12805,-36565
12806,89354
12807,-68360
12808,6227
12809,79180
12810,-97541
12811,20161
12812,24842
12813,-103169
12814,65603
12815,-1957
12816,-90483
12817,83159
12818,-28889
12819,-54652
12820,97676
12821,-48001
12822,-16214
12823,83760
12824,-94341
12825,5665
12826,74427
12827,-78704
12828,57690
12829,24922
12830,-90838
12831,73511
12832,-10534
12833,-62453
12834,95411
12835,-45464
12836,-40876
12837,86443
12838,-75916
12839,-11560
12840,65190
12841,-83941
12842,33472
12843,50044
12844,-94043
12845,54518
12846,4463
12847,-80519
12848,84518
12849,-34380
12850,-33597
12851,88880
12852,-74765
12853,-5244
12854,75811
12855,-91131
12856,17710
12857,58200
12858,-81294
12859,60519
12860,23952
12861,-91366
12862,74404
12863,-19169
12864,-61702
12865,103100
12866,-49439
12867,-24280
12868,102485
12869,-72454
12870,22686
12871,77011
12872,-81639
12873,62274
12874,35838
12875,-81896
12876,93237
12877,-8515
12878,-80378
12879,93156
12880,-46537
12881,-52791
12882,74854
12883,-69461
12884,9474
12885,73837
12886,-88620
12887,49624
12888,39094
12889,-89846
12890,78664
12891,6486
12892,-56671
12893,98673
12894,-47071
12895,-36118
12896,95815
12897,-60980
12898,11072
12899,64745
12900,-94803
12901,46347
12902,53781
12903,-97048
12904,74951
12905,4107
12906,-68353
12907,94845
12908,-51701
12909,-52906
12910,88507
12911,-70269
12912,-6013
12913,74534
12914,-91845
12915,38565
12916,37087
12917,-98452
12918,58977
12919,-13784
12920,-70489
12921,86361
12922,-46042
12923,-55734
12924,79259
12925,-62977
12926,8885
12927,81517
12928,-83320
12929,51656
12930,31920
12931,-92071
12932,74370
12933,1192
12934,-48103
12935,93366
12936,-41580
12937,-21721
12938,86300
12939,-70853
12940,498
12941,56115
12942,-75137
12943,41337
12944,29130
12945,-104452
12946,68190
12947,-6446
12948,-73351
12949,102817
12950,-51942
12951,-30077
12952,76857
12953,-90410
12954,-3786
12955,51884
12956,-89548
12957,52006
12958,32566
12959,-78892
12960,92309
12961,-11492
12962,-69162
12963,80721
12964,-60318
12965,-9564
12966,74425
12967,-96245
12968,17891
12969,58994
12970,-65073
12971,77597
12972,22493
12973,-86602
12974,82334
12975,-35457
12976,-59787
12977,97891
12978,-78899
12979,-8502
12980,85330
12981,-89784
12982,47249
12983,40660
12984,-104214
12985,81956
12986,-2939
12987,-74593
12988,93880
12989,-63606
12990,-36515
12991,71197
12992,-87742
12993,31423
12994,73112
12995,-74743
12996,59597
12997,32647
12998,-57284
12999,80459
13000,-17272
13001,-59058
13002,94212
13003,-50854
13004,-7797
13005,86833
13006,-69888
13007,47371
13008,41500
13009,-81762
13010,54437
13011,2684
13012,-61266
13013,91020
13014,-39046
13015,-41852
13016,92657
13017,-82341
13018,18426
13019,55510
13020,-104496
13021,64109
13022,23981
13023,-57360
13024,105982
13025,-11676
13026,-50386
13027,88799
13028,-69923
13029,-10115
13030,76017
13031,-86476
13032,45304
13033,39414
13034,-90629
13035,78670
13036,3257
13037,-63011
13038,88252
13039,-46558
13040,-19567
13041,87297
13042,-77902
13043,2435
13044,58715
13045,-100335
13046,55127
13047,24116
13048,-79991
13049,104080
13050,-31632
13051,-56132
13052,95814
13053,-64734
13054,8311
13055,84855
13056,-79004
13057,54717
13058,34465
13059,-95852
13060,74793
13061,-6680
13062,-49043
13063,95641
13064,-63367
13065,-20040
13066,92094
13067,-75838
13068,39596
13069,35852
13070,-114817
13071,63534
13072,1787
13073,-58788
13074,97227
13075,-47409
13076,-19278
13077,87461
13078,-99105
13079,17868
13080,62984
13081,-83438
13082,71011
13083,9107
13084,-64266
13085,91228
13086,-42669
13087,-32971
13088,98761
13089,-62243
13090,7020
13091,64565
13092,-86246
13093,62678
13094,20716
13095,-90331
13096,83479
13097,-29222
13098,-48207
13099,83194
13100,-72395
13101,9138
13102,70819
13103,-85606
13104,60900
13105,45500
13106,-74034
13107,81349
13108,-16308
13109,-52806
13110,86597
13111,-76133
13112,-7403
13113,65661
13114,-114611
13115,29428
13116,36940
13117,-85335
13118,65796
13119,-27136
13120,-57626
13121,84187
13122,-74304
13123,-18690
13124,67192
13125,-84534
13126,47081
13127,37078
13128,-92466
13129,73919
13130,-9718
13131,-51363
13132,100163
13133,-59454
13134,-18323
13135,60750
13136,-96837
13137,34715
13138,27185
13139,-94986
13140,67751
13141,-19143
13142,-64579
13143,101343
13144,-55999
13145,-25754
13146,83069
13147,-70583
13148,60956
13149,50877
13150,-85717
13151,85047
13152,-7879
13153,-41065
13154,102239
13155,-65449
13156,-11280
13157,79404
13158,-91197
13159,24052
13160,13812
13161,-94211
13162,74576
13163,-17791
13164,-54579
13165,85433
13166,-78006
13167,-28039
13168,59919
13169,-90727
13170,42473
13171,10449
13172,-88216
13173,93001
13174,-19889
13175,-52385
13176,88596
13177,-65201
13178,-11804
13179,56667
13180,-83730
13181,53790
13182,21224
13183,-88684
13184,78178
13185,-33705
13186,-56857
13187,89697
13188,-69127
13189,3793
13190,59564
13191,-81450
13192,64783
13193,12275
13194,-78480
13195,83011
13196,-21310
13197,-22207
13198,96537
13199,-72427
13200,6130
13201,55690
13202,-85161
13203,68418
13204,16896
13205,-71546
13206,67341
13207,-51160
13208,-38264
13209,77008
13210,-83986
13211,23159
13212,52610
13213,-92230
13214,86931
13215,7981
13216,-61680
13217,94555
13218,-59854
13219,-12854
13220,89310
13221,-90814
13222,35510
13223,51111
13224,-58515
13225,96665
13226,-8155
13227,-62553
13228,91332
13229,-61651
13230,2147
13231,80821
13232,-91685
13233,47370
13234,33109
13235,-70247
13236,88502
13237,-30078
13238,-47477
13239,92426
13240,-85733
13241,3585
13242,63495
13243,-95435
13244,58907
13245,1495
13246,-67744
13247,100247
13248,-33974
13249,-17270
13250,86141
13251,-83650
13252,21366
13253,48347
13254,-84142
13255,78400
13256,-8446
13257,-75361
13258,68808
13259,-75530
13260,-16262
13261,75963
13262,-90427
13263,44477
13264,44989
13265,-65045
13266,86178
13267,-32219
13268,-42673
13269,92916
13270,-65234
13271,8337
13272,49393
13273,-97385
13274,53373
13275,11815
13276,-64011
13277,92926
13278,-47687
13279,-24257
13280,82418
13281,-77831
13282,31234
13283,32355
13284,-89160
13285,60941
13286,-28981
13287,-76338
13288,87018
13289,-41402
13290,-716
13291,54325
13292,-85560
13293,62268
13294,20886
13295,-63329
13296,84489
13297,-53671
13298,-41438
13299,83436
13300,-76016
13301,16100
13302,27911
13303,-114651
13304,65253
13305,3379
13306,-65072
13307,80422
13308,-78458
13309,-32346
13310,59450
13311,-88553
13312,48910
13313,10505
13314,-96719
13315,71616
13316,-45224
13317,-41876
13318,85421
13319,-91671
13320,14390
13321,49892
13322,-93608
13323,81266
13324,-9607
13325,-65590
13326,106001
13327,-53139
13328,3055
13329,70938
13330,-97661
13331,43169
13332,10504
13333,-60562
13334,97307
13335,-36387
13336,-14384
13337,101359
13338,-70317
13339,18625
13340,44283
13341,-77780
13342,66798
13343,-15044
13344,-54208
13345,90563
13346,-52690
13347,11323
13348,75321
13349,-93193
13350,56744
13351,7312
13352,-84975
13353,93437
13354,-52542
13355,-44670
13356,68992
13357,-81471
13358,46473
13359,38484
13360,-94955
13361,68908
13362,-30559
13363,-42592
13364,100536
13365,-62671
13366,26425
13367,62372
13368,-96156
13369,63125
13370,-6134
13371,-63809
13372,88280
13373,-63547
13374,-8486
13375,77040
13376,-88772
13377,38645
13378,6291
13379,-81312
13380,97546
13381,-28858
13382,-31702
13383,72782
13384,-81975
13385,44841
13386,51327
13387,-81889
13388,83346
13389,-9000
13390,-46787
13391,82169
13392,-68317
13393,22434
13394,79379
13395,-70410
13396,72206
13397,-4753
13398,-68756
13399,95814
13400,-53650
13401,-21485
13402,62517
13403,-83327
13404,59646
13405,27960
13406,-69383
13407,92583
13408,-53798
13409,-48509
13410,63560
13411,-87233
13412,31951
13413,22775
13414,-98524
13415,62974
13416,-31526
13417,-36428
13418,97265
13419,-72231
13420,3557
13421,28674
13422,-97092
13423,71532
13424,-15533
13425,-67280
13426,84799
13427,-62782
13428,2744
13429,66002
13430,-92731
13431,58795
13432,9977
13433,-61474
13434,97446
13435,-59325
13436,-17243
13437,77525
13438,-84661
13439,46542
13440,10805
13441,-87229
13442,77065
13443,-37053
13444,-19566
13445,72786
13446,-87982
13447,36266
13448,35749
13449,-84064
13450,76684
13451,-28425
13452,-27307
13453,89626
13454,-87468
13455,19473
13456,44153
13457,-84834
13458,84891
13459,-16323
13460,-56375
13461,84406
13462,-65598
13463,22077
13464,53565
13465,-93323
13466,76464
13467,-1433
13468,-68385
13469,84574
13470,-60225
13471,152
13472,60840
13473,-87360
13474,68281
13475,10811
13476,-66029
13477,91006
13478,-53398
13479,-7748
13480,69293
13481,-95832
13482,42951
13483,15977
13484,-58182
13485,91914
13486,-57089
13487,-16972
13488,85980
13489,-80261
13490,39639
13491,7837
13492,-85906
13493,89159
13494,-32555
13495,-17233
13496,85708
13497,-77024
13498,43351
13499,33805
13500,-77857
13501,86700
13502,-27011
13503,-33731
13504,65862
13505,-99715
13506,28666
13507,33690
13508,-87971
13509,86743
13510,-28163
13511,-52684
13512,77184
13513,-70069
13514,25454
13515,44358
13516,-58092
13517,90197
13518,-21872
13519,-37998
13520,91196
13521,-63776
13522,24522
13523,41263
13524,-79504
13525,79648
13526,-24267
13527,-44968
13528,76503
13529,-88999
13530,21246
13531,37615
13532,-106737
13533,55617
13534,-31371
13535,-57795
13536,75632
13537,-83219
13538,5014
13539,38440
13540,-90934
13541,69120
13542,-17179
13543,-49160
13544,84821
13545,-67025
13546,28292
13547,52582
13548,-96218
13549,61408
13550,-11403
13551,-41150
13552,90445
13553,-49399
13554,22612
13555,37199
13556,-85400
13557,69129
13558,-23772
13559,-59871
13560,92159
13561,-84635
13562,-7153
13563,51315
13564,-94445
13565,73272
13566,-8166
13567,-48598
13568,98315
13569,-77458
13570,6407
13571,63456
13572,-71883
13573,66497
13574,-16372
13575,-51704
13576,76103
13577,-79892
13578,10862
13579,44677
13580,-100778
13581,77051
13582,-10089
13583,-52470
13584,88425
13585,-72433
13586,20629
13587,42586
13588,-82465
13589,71058
13590,-37198
13591,-39480
13592,83707
13593,-98028
13594,4485
13595,29187
13596,-89806
13597,75248
13598,-39330
13599,-38624
13600,86149
13601,-84018
13602,29619
13603,26862
13604,-86340
13605,77794
13606,-41166
13607,-23895
13608,96976
13609,-79664
13610,32181
13611,33183
13612,-63017
13613,99267
13614,-34705
13615,-20316
13616,80380
13617,-93252
13618,36018
13619,22693
13620,-80635
13621,80192
13622,-42695
13623,-15938
13624,68202
13625,-94717
13626,49442
13627,19826
13628,-68716
13629,85413
13630,-58352
13631,-17073
13632,61336
13633,-83369
13634,63405
13635,4846
13636,-68758
13637,85453
13638,-53799
13639,4688
13640,60681
13641,-87438
13642,64575
13643,-11791
13644,-66440
13645,80721
13646,-70517
13647,7528
13648,42539
13649,-101179
13650,54459
13651,-23421
13652,-41104
13653,91992
13654,-73027
13655,31435
13656,43700
13657,-95297
13658,82220
13659,-5281
13660,-13956
13661,90030
13662,-66617
13663,36009
13664,34178
13665,-73699
13666,79219
13667,-47894
13668,-32717
13669,68760
13670,-88052
13671,44163
13672,9968
13673,-66959
13674,91024
13675,-46316
13676,3993
13677,83760
13678,-77773
13679,61830
13680,13079
13681,-65736
13682,79228
13683,-67729
13684,2985
13685,52439
13686,-87776
13687,65912
13688,-11592
13689,-46067
13690,84042
13691,-66363
13692,25480
13693,45922
13694,-84464
13695,62565
13696,-36052
13697,-35497
13698,82741
13699,-86595
13700,31434
13701,30045
13702,-89600
13703,77006
13704,-42342
13705,-23277
13706,79146
13707,-74567
13708,52176
13709,7567
13710,-61187
13711,95605
13712,-63755
13713,-9912
13714,50784
13715,-99055
13716,57501
13717,-3478
13718,-41547
13719,96198
13720,-80556
13721,5091
13722,39770
13723,-81667
13724,80078
13725,-31007
13726,-42042
13727,71431
13728,-72625
13729,44341
13730,38692
13731,-71966
13732,82240
13733,-40406
13734,-6900
13735,90758
13736,-76566
13737,54747
13738,-11342
13739,-72568
13740,87472
13741,-67019
13742,4449
13743,58461
13744,-90675
13745,63193
13746,-24731
13747,-59083
13748,80466
13749,-68674
13750,39243
13751,38085
13752,-85669
13753,80443
13754,-31263
13755,-3336
13756,96584
13757,-70863
13758,58905
13759,21110
13760,-54869
13761,89561
13762,-64444
13763,-10330
13764,50870
13765,-82302
13766,64582
13767,-13963
13768,-41717
13769,79644
13770,-90101
13771,12289
13772,44782
13773,-68429
13774,81466
13775,-35652
13776,-28085
13777,68889
13778,-93110
13779,32216
13780,15999
13781,-54356
13782,84038
13783,-65218
13784,-5505
13785,50271
13786,-97535
13787,64303
13788,-26965
13789,-53546
13790,85895
13791,-72172
13792,25597
13793,13265
13794,-88052
13795,82356
13796,-34001
13797,-13325
13798,75696
13799,-80814
13800,57307
13801,10699
13802,-64461
13803,85468
13804,-51082
13805,11688
13806,44099
13807,-85459
13808,78388
13809,-8137
13810,-37409
13811,60132
13812,-94526
13813,31200
13814,29444
13815,-70080
13816,65281
13817,-68296
13818,-19532
13819,47944
13820,-98406
13821,48736
13822,-8337
13823,-33747
13824,94547
13825,-73220
13826,26130
13827,45312
13828,-79177
13829,64648
13830,-57323
13831,-19716
13832,72939
13833,-83252
13834,47114
13835,-7449
13836,-44952
13837,84398
13838,-74786
13839,-8976
13840,40388
13841,-78228
13842,82987
13843,-25154
13844,-40992
13845,79458
13846,-79880
13847,58974
13848,15641
13849,-72888
13850,80697
13851,-50956
13852,20487
13853,65197
13854,-84264
13855,75328
13856,-3294
13857,-40481
13858,68081
13859,-87978
13860,49286
13861,42897
13862,-77007
13863,86546
13864,-26615
13865,9009
13866,67868
13867,-85805
13868,56952
13869,-21173
13870,-68345
13871,67611
13872,-78640
13873,41769
13874,37904
13875,-79616
13876,67173
13877,-52723
13878,-5721
13879,64651
13880,-72849
13881,62314
13882,6681
13883,-51748
13884,78744
13885,-61856
13886,17432
13887,35549
13888,-79124
13889,85094
13890,-29714
13891,-20721
13892,70566
13893,-91437
13894,50276
13895,2523
13896,-53362
13897,79233
13898,-79811
13899,26372
13900,35321
13901,-77239
13902,73556
13903,-37107
13904,-34
13905,63886
13906,-82774
13907,52436
13908,-12790
13909,-43913
13910,84235
13911,-74409
13912,13476
13913,13802
13914,-67739
13915,85659
13916,-25468
13917,-821
13918,72948
13919,-66366
13920,55068
13921,341
13922,-49440
13923,79905
13924,-88151
13925,15162
13926,33070
13927,-64354
13928,83244
13929,-46919
13930,-18097
13931,84621
13932,-73283
13933,61109
13934,-25603
13935,-81428
13936,78062
13937,-87980
13938,26988
13939,29724
13940,-75576
13941,81965
13942,-47987
13943,-14458
13944,57692
13945,-94837
13946,57962
13947,-7639
13948,-49071
13949,84474
13950,-85774
13951,39335
13952,20845
13953,-86919
13954,70900
13955,-69301
13956,10337
13957,50461
13958,-91439
13959,68220
13960,-24623
13961,-16899
13962,87129
13963,-90092
13964,39101
13965,3513
13966,-80338
13967,90023
13968,-60957
13969,6147
13970,48000
13971,-92144
13972,74359
13973,-27857
13974,-23539
13975,82430
13976,-76677
13977,58920
13978,8588
13979,-44086
13980,90509
13981,-62058
13982,45699
13983,46943
13984,-70817
13985,79284
13986,-48954
13987,2964
13988,72554
13989,-84863
13990,61144
13991,-12307
13992,-24485
13993,80267
13994,-93785
13995,34419
13996,19066
13997,-54985
13998,87112
13999,-61491
14000,2169
14001,35286
14002,-74948
14003,85798
14004,-21693
14005,-20484
14006,64511
14007,-77926
14008,51646
14009,-16875
14010,-64699
14011,76451
14012,-78493
14013,13233
14014,10438
14015,-82407
14016,103939
14017,-32854
14018,-6412
14019,37204
14020,-108304
14021,67934
14022,-22868
14023,-50364
14024,65870
14025,-83624
14026,54722
14027,14594
14028,-64015
14029,70674
14030,-74298
14031,19619
14032,45067
14033,-71859
14034,76359
14035,-36249
14036,-13164
14037,62104
14038,-85006
14039,64449
14040,-11612
14041,-40463
14042,81703
14043,-75496
14044,55536
14045,2067
14046,-82341
14047,68060
14048,-72891
14049,15057
14050,28868
14051,-88276
14052,72459
14053,-41604
14054,-14942
14055,59899
14056,-91124
14057,75603
14058,4538
14059,-18704
14060,95369
14061,-69730
14062,50249
14063,18649
14064,-58555
14065,84139
14066,-64497
14067,16688
14068,43838
14069,-76737
14070,83617
14071,-40982
14072,-10242
14073,63311
14074,-82974
14075,70613
14076,-14515
14077,-39905
14078,65658
14079,-92691
14080,34490
14081,7582
14082,-54995
14083,83482
14084,-65277
14085,23392
14086,31037
14087,-83681
14088,65484
14089,-50075
14090,-5993
14091,60476
14092,-81551
14093,65059
14094,-24456
14095,-32630
14096,75728
14097,-87015
14098,41560
14099,-2252
14100,-51387
14101,85844
14102,-70245
14103,20107
14104,24319
14105,-63078
14106,78280
14107,-56878
14108,3608
14109,40516
14110,-93507
14111,61582
14112,-45164
14113,-32686
14114,61883
14115,-87482
14116,55197
14117,-27116
14118,-59880
14119,71205
14120,-73792
14121,61123
14122,27283
14123,-56696
14124,85998
14125,-63925
14126,19713
14127,40741
14128,-59443
14129,92939
14130,-54572
14131,-22973
14132,45996
14133,-74417
14134,78178
14135,-40160
14136,-39274
14137,59798
14138,-89019
14139,65128
14140,5040
14141,-25960
14142,84408
14143,-84440
14144,28694
14145,12601
14146,-55462
14147,79202
14148,-76196
14149,12144
14150,44260
14151,-65704
14152,83901
14153,-45819
14154,10370
14155,66075
14156,-83530
14157,67902
14158,-29220
14159,-17553
14160,62588
14161,-97670
14162,41096
14163,-27721
14164,-54431
14165,72020
14166,-72865
14167,49879
14168,10340
14169,-60391
14170,80067
14171,-82363
14172,3664
14173,9015
14174,-80895
14175,89386
14176,-51207
14177,-8634
14178,34068
14179,-91366
14180,68329
14181,-35738
14182,-10497
14183,66914
14184,-79433
14185,64191
14186,-17787
14187,-33431
14188,67825
14189,-81410
14190,57740
14191,-1176
14192,-63231
14193,72219
14194,-69030
14195,37994
14196,17998
14197,-65830
14198,71185
14199,-71918
14200,18596
14201,35625
14202,-69416
14203,85062
14204,-68319
14205,-13379
14206,70388
14207,-54323
14208,75496
14209,-38490
14210,-12343
14211,68984
14212,-81373
14213,58468
14214,-20823
14215,-36253
14216,69240
14217,-67154
14218,66241
14219,1357
14220,-57115
14221,77668
14222,-62855
14223,44051
14224,21771
14225,-58231
14226,66776
14227,-86898
14228,-3863
14229,12558
14230,-73320
14231,72145
14232,-52844
14233,13975
14234,46241
14235,-81364
14236,62090
14237,-57927
14238,-10153
14239,54960
14240,-82299
14241,64012
14242,-35461
14243,-25134
14244,65366
14245,-71234
14246,64454
14247,-6069
14248,-36328
14249,64792
14250,-77539
14251,49234
14252,20481
14253,-48984
14254,61437
14255,-80215
14256,32997
14257,25188
14258,-49698
14259,88072
14260,-62743
14261,21274
14262,26206
14263,-76676
14264,79802
14265,-51450
14266,28788
14267,49414
14268,-78250
14269,75782
14270,-59784
14271,-12978
14272,41163
14273,-68936
14274,80656
14275,-33537
14276,-20329
14277,56590
14278,-65927
14279,70209
14280,-24285
14281,-27243
14282,60425
14283,-84789
14284,47213
14285,-30287
14286,-50052
14287,62301
14288,-77077
14289,55315
14290,-4804
14291,-40949
14292,79728
14293,-68929
14294,34043
14295,-1235
14296,-53116
14297,66375
14298,-67664
14299,37847
14300,35130
14301,-51359
14302,84213
14303,-69596
14304,15664
14305,36547
14306,-81643
14307,78872
14308,-63934
14309,5418
14310,43748
14311,-88041
14312,81595
14313,-36034
14314,4567
14315,47000
14316,-65464
14317,81210
14318,-37797
14319,-22756
14320,44507
14321,-59416
14322,68301
14323,-35773
14324,-35106
14325,43690
14326,-84352
14327,79954
14328,-4647
14329,-7718
14330,60435
14331,-89773
14332,57877
14333,-18048
14334,-22905
14335,72693
14336,-73230
14337,44606
14338,-23798
14339,-51492
14340,65000
14341,-74163
14342,37204
14343,-16798
14344,-51558
14345,75369
14346,-66355
14347,40898
14348,8647
14349,-61072
14350,77540
14351,-85019
14352,28537
14353,15276
14354,-63364
14355,74024
14356,-73245
14357,38271
14358,37868
14359,-56661
14360,77646
14361,-67706
14362,18631
14363,39157
14364,-75047
14365,85892
14366,-57593
14367,19832
14368,37882
14369,-75564
14370,89249
14371,-69387
14372,-13020
14373,46364
14374,-79233
14375,72894
14376,-41403
14377,-12084
14378,38434
14379,-76541
14380,58899
14381,-60627
14382,-11028
14383,40959
14384,-67887
14385,66886
14386,-41165
14387,-5580
14388,39486
14389,-73847
14390,77146
14391,-33351
14392,-31204
14393,42724
14394,-61141
14395,80149
14396,-31468
14397,-4377
14398,62213
14399,-65582
14400,87990
14401,-28287
14402,-32318
14403,62533
14404,-84068
14405,70325
14406,-16447
14407,-45802
14408,60120
14409,-88170
14410,65213
14411,-16815
14412,-38219
14413,58526
14414,-79972
14415,64735
14416,-23774
14417,-35237
14418,54508
14419,-85575
14420,51479
14421,-34052
14422,-46403
14423,65797
14424,-83833
14425,57062
14426,-5565
14427,-30617
14428,71522
14429,-70879
14430,63772
14431,-6018
14432,-19879
14433,63868
14434,-83645
14435,60434
14436,-16059
14437,-31200
14438,67921
14439,-72447
14440,65338
14441,-11536
14442,-29256
14443,75043
14444,-75401
14445,70815
14446,-4894
14447,-41789
14448,79014
14449,-70330
14450,48491
14451,-13109
14452,-50515
14453,53009
14454,-78932
14455,45244
14456,144
14457,-27549
14458,74766
14459,-63339
14460,62283
14461,1867
14462,-35404
14463,81518
14464,-79131
14465,42752
14466,-1591
14467,-43910
14468,71763
14469,-62377
14470,56467
14471,1267
14472,-35764
14473,89864
14474,-49703
14475,42375
14476,-2897
14477,-51897
14478,72939
14479,-54431
14480,57672
14481,3331
14482,-34662
14483,65016
14484,-71760
14485,56683
14486,-2631
14487,-12013
14488,69857
14489,-79234
14490,63673
14491,-5391
14492,-21058
14493,66131
14494,-92390
14495,55639
14496,5613
14497,-40188
14498,55485
14499,-85142
14500,55993
14501,-75
14502,-32688
14503,58022
14504,-79801
14505,63424
14506,-30421
14507,-27170
14508,51975
14509,-95012
14510,58820
14511,-34720
14512,-15351
14513,55947
14514,-80960
14515,62091
14516,-47769
14517,76
14518,52845
14519,-86945
14520,56065
14521,-37322
14522,-2405
14523,47661
14524,-69424
14525,60953
14526,-39917
14527,-4048
14528,50353
14529,-81671
14530,76251
14531,-27922
14532,-7491
14533,56222
14534,-87812
14535,80952
14536,-37104
14537,-1946
14538,57841
14539,-85408
14540,68645
14541,-59122
14542,2245
14543,39490
14544,-76391
14545,70061
14546,-43503
14547,14823
14548,27390
14549,-84587
14550,68402
14551,-61382
14552,5964
14553,33733
14554,-74397
14555,75051
14556,-55551
14557,23783
14558,15267
14559,-62666
